Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),Minimum(1) (V),Minimum(4) (V)
,,,2022-08-08 13:58:15.143,-0.153,-0.023
,,,2022-08-08 13:58:15.642,-0.128,-0.031
,,,2022-08-08 13:58:16.144,-0.133,-0.045
,,,2022-08-08 13:58:16.641,-0.142,-0.026
,,,2022-08-08 13:58:17.141,-0.083,-0.019
,,,2022-08-08 13:58:17.641,-0.199,-0.024
,,,2022-08-08 13:58:18.141,-0.137,-0.048
,,,2022-08-08 13:58:18.641,-0.153,-0.036
,,,2022-08-08 13:58:19.142,-0.093,-0.028
,,,2022-08-08 13:58:19.736,-0.135,-0.011
,,,2022-08-08 13:58:20.142,-0.1,-0.016
,,,2022-08-08 13:58:20.642,-0.135,-0.045
,,,2022-08-08 13:58:21.142,-0.122,-0.026
,,,2022-08-08 13:58:21.643,-0.21,-0.026
,,,2022-08-08 13:58:22.143,-0.127,-0.061
,,,2022-08-08 13:58:22.642,-0.142,-0.009
,,,2022-08-08 13:58:23.142,-0.117,-0.061
,,,2022-08-08 13:58:23.644,-0.177,-0.013
,,,2022-08-08 13:58:24.142,-0.153,-0.019
,,,2022-08-08 13:58:24.642,-0.118,-0.033
,,,2022-08-08 13:58:25.142,-0.152,-0.043
,,,2022-08-08 13:58:25.642,-0.106,-0.019
,,,2022-08-08 13:58:26.141,-0.112,-0.009
,,,2022-08-08 13:58:26.642,-0.168,-0.029
,,,2022-08-08 13:58:27.142,-0.127,-0.028
,,,2022-08-08 13:58:27.642,-0.127,-0.028
,,,2022-08-08 13:58:28.144,-0.135,-0.05
,,,2022-08-08 13:58:28.643,-0.158,-0.033
,,,2022-08-08 13:58:29.142,-0.125,-0.045
,,,2022-08-08 13:58:29.642,-0.138,-0.036
,,,2022-08-08 13:58:30.142,-0.101,-0.033
,,,2022-08-08 13:58:30.643,-0.117,-0.013
,,,2022-08-08 13:58:31.142,-0.143,-0.019
,,,2022-08-08 13:58:31.643,-0.187,-0.033
,,,2022-08-08 13:58:32.143,-0.13,-0.046
,,,2022-08-08 13:58:32.642,-0.148,-0.026
,,,2022-08-08 13:58:33.142,-0.173,-0.021
,,,2022-08-08 13:58:33.643,-0.157,-0.041
,,,2022-08-08 13:58:34.141,-0.093,-0.031
,,,2022-08-08 13:58:34.642,-0.128,-0.04
,,,2022-08-08 13:58:35.142,-0.145,-0.038
,,,2022-08-08 13:58:35.643,-0.1,-0.026
,,,2022-08-08 13:58:36.142,-0.219,-0.019
,,,2022-08-08 13:58:36.642,-0.153,-0.036
,,,2022-08-08 13:58:37.141,-0.163,-0.04
,,,2022-08-08 13:58:37.641,-0.091,-0.035
,,,2022-08-08 13:58:38.142,-0.117,-0.024
,,,2022-08-08 13:58:38.644,-0.143,-0.008
,,,2022-08-08 13:58:39.143,-0.132,-0.04
,,,2022-08-08 13:58:39.646,-0.113,-0.026
,,,2022-08-08 13:58:40.143,-0.173,-0.029
,,,2022-08-08 13:58:40.643,-0.113,-0.036
,,,2022-08-08 13:58:41.144,-0.2,-0.055
,,,2022-08-08 13:58:41.642,-0.117,-0.033
,,,2022-08-08 13:58:42.142,-0.148,-0.018
,,,2022-08-08 13:58:42.643,-0.178,-0.024
,,,2022-08-08 13:58:43.143,-0.215,-0.028
,,,2022-08-08 13:58:43.643,-0.103,-0.024
,,,2022-08-08 13:58:44.142,-0.073,-0.016
,,,2022-08-08 13:58:44.643,-0.153,-0.009
