Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),Minimum(1) (V),Minimum(4) (V)
,,,2022-08-08 13:30:20.312,-0.148,-0.122
,,,2022-08-08 13:30:20.812,-0.178,-0.058
,,,2022-08-08 13:30:21.312,-0.162,-0.08
,,,2022-08-08 13:30:21.810,-0.214,-0.068
,,,2022-08-08 13:30:22.311,-0.188,-0.073
,,,2022-08-08 13:30:22.811,-0.212,-0.093
,,,2022-08-08 13:30:23.311,-0.204,-0.098
,,,2022-08-08 13:30:23.810,-0.202,-0.073
,,,2022-08-08 13:30:24.310,-0.147,-0.061
,,,2022-08-08 13:30:24.810,-0.155,-0.086
,,,2022-08-08 13:30:25.310,-0.204,-0.115
,,,2022-08-08 13:30:25.810,-0.2,-0.11
,,,2022-08-08 13:30:26.310,-0.202,-0.086
,,,2022-08-08 13:30:26.811,-0.182,-0.11
,,,2022-08-08 13:30:27.312,-0.232,-0.078
,,,2022-08-08 13:30:27.811,-0.197,-0.063
,,,2022-08-08 13:30:28.311,-0.195,-0.103
,,,2022-08-08 13:30:28.810,-0.142,-0.093
,,,2022-08-08 13:30:29.310,-0.249,-0.098
,,,2022-08-08 13:30:29.810,-0.155,-0.101
,,,2022-08-08 13:30:30.311,-0.224,-0.053
,,,2022-08-08 13:30:30.811,-0.157,-0.09
,,,2022-08-08 13:30:31.311,-0.187,-0.093
,,,2022-08-08 13:30:31.810,-0.209,-0.112
,,,2022-08-08 13:30:32.310,-0.207,-0.086
,,,2022-08-08 13:30:32.811,-0.155,-0.093
,,,2022-08-08 13:30:33.311,-0.13,-0.081
,,,2022-08-08 13:30:33.811,-0.143,-0.083
,,,2022-08-08 13:30:34.312,-0.195,-0.108
,,,2022-08-08 13:30:34.811,-0.2,-0.096
,,,2022-08-08 13:30:35.312,-0.175,-0.075
,,,2022-08-08 13:30:35.811,-0.195,-0.103
,,,2022-08-08 13:30:36.311,-0.155,-0.055
,,,2022-08-08 13:30:36.811,-0.177,-0.07
,,,2022-08-08 13:30:37.310,-0.118,-0.063
,,,2022-08-08 13:30:37.810,-0.168,-0.083
,,,2022-08-08 13:30:38.310,-0.199,-0.063
,,,2022-08-08 13:30:38.811,-0.163,-0.081
,,,2022-08-08 13:30:39.312,-0.16,-0.061
,,,2022-08-08 13:30:39.809,-0.321,-0.088
,,,2022-08-08 13:30:40.309,-0.212,-0.081
,,,2022-08-08 13:30:40.809,-0.138,-0.106
,,,2022-08-08 13:30:41.310,-0.157,-0.09
,,,2022-08-08 13:30:41.810,-0.182,-0.043
,,,2022-08-08 13:30:42.311,-0.128,-0.091
,,,2022-08-08 13:30:42.811,-0.26,-0.08
,,,2022-08-08 13:30:43.311,-0.188,-0.115
,,,2022-08-08 13:30:43.811,-0.127,-0.088
,,,2022-08-08 13:30:44.311,-0.22,-0.078
,,,2022-08-08 13:30:44.811,-0.237,-0.081
,,,2022-08-08 13:30:45.310,-0.259,-0.091
,,,2022-08-08 13:30:45.811,-0.172,-0.1
,,,2022-08-08 13:30:46.311,-0.167,-0.108
,,,2022-08-08 13:30:46.810,-0.123,-0.058
,,,2022-08-08 13:30:47.310,-0.197,-0.106
,,,2022-08-08 13:30:47.810,-0.17,-0.091
,,,2022-08-08 13:30:48.310,-0.17,-0.101
,,,2022-08-08 13:30:48.811,-0.163,-0.09
,,,2022-08-08 13:30:49.312,-0.18,-0.071
,,,2022-08-08 13:30:49.812,-0.195,-0.098
,,,2022-08-08 13:30:50.310,-0.199,-0.073
,,,2022-08-08 13:30:50.811,-0.255,-0.083
,,,2022-08-08 13:30:51.311,-0.197,-0.088
,,,2022-08-08 13:30:51.812,-0.217,-0.105
,,,2022-08-08 13:30:52.310,-0.147,-0.053
,,,2022-08-08 13:30:52.811,-0.165,-0.098
,,,2022-08-08 13:30:53.311,-0.155,-0.09
,,,2022-08-08 13:30:53.811,-0.138,-0.095
,,,2022-08-08 13:30:54.310,-0.157,-0.093
,,,2022-08-08 13:30:54.810,-0.165,-0.081
,,,2022-08-08 13:30:55.310,-0.165,-0.113
,,,2022-08-08 13:30:55.809,-0.162,-0.085
,,,2022-08-08 13:30:56.310,-0.153,-0.05
,,,2022-08-08 13:30:56.811,-0.142,-0.05
,,,2022-08-08 13:30:57.311,-0.173,-0.168
,,,2022-08-08 13:30:57.811,-0.173,-0.053
,,,2022-08-08 13:30:58.310,-0.2,-0.11
,,,2022-08-08 13:30:58.811,-0.244,-0.085
,,,2022-08-08 13:30:59.312,-0.18,-0.075
,,,2022-08-08 13:30:59.812,-0.16,-0.056
,,,2022-08-08 13:31:00.311,-0.143,-0.075
,,,2022-08-08 13:31:00.811,-0.147,-0.061
,,,2022-08-08 13:31:01.311,-0.232,-0.115
,,,2022-08-08 13:31:01.811,-0.237,-0.055
,,,2022-08-08 13:31:02.310,-0.209,-0.083
,,,2022-08-08 13:31:02.811,-0.165,-0.07
,,,2022-08-08 13:31:03.311,-0.17,-0.061
,,,2022-08-08 13:31:03.811,-0.178,-0.075
,,,2022-08-08 13:31:04.310,-0.185,-0.113
,,,2022-08-08 13:31:04.811,-0.172,-0.08
,,,2022-08-08 13:31:05.310,-0.123,-0.071
,,,2022-08-08 13:31:05.811,-0.162,-0.063
,,,2022-08-08 13:31:06.312,-0.19,-0.055
,,,2022-08-08 13:31:06.812,-0.158,-0.105
,,,2022-08-08 13:31:07.312,-0.148,-0.048
,,,2022-08-08 13:31:07.813,-0.17,-0.081
,,,2022-08-08 13:31:08.311,-0.214,-0.08
,,,2022-08-08 13:31:08.810,-0.1,-0.091
,,,2022-08-08 13:31:09.310,-0.177,-0.081
,,,2022-08-08 13:31:09.810,-0.185,-0.061
,,,2022-08-08 13:31:10.310,-0.16,-0.122
,,,2022-08-08 13:31:10.811,-0.237,-0.1
,,,2022-08-08 13:31:11.310,-0.162,-0.086
,,,2022-08-08 13:31:11.810,-0.188,-0.093
,,,2022-08-08 13:31:12.311,-0.202,-0.106
,,,2022-08-08 13:31:12.812,-0.15,-0.056
,,,2022-08-08 13:31:13.311,-0.14,-0.073
,,,2022-08-08 13:31:13.812,-0.195,-0.09
,,,2022-08-08 13:31:14.311,-0.157,-0.091
,,,2022-08-08 13:31:14.810,-0.167,-0.128
,,,2022-08-08 13:31:15.312,-0.187,-0.101
,,,2022-08-08 13:31:15.812,-0.185,-0.09
,,,2022-08-08 13:31:16.311,-0.214,-0.08
,,,2022-08-08 13:31:16.812,-0.197,-0.12
,,,2022-08-08 13:31:17.311,-0.14,-0.11
,,,2022-08-08 13:31:17.811,-0.188,-0.133
,,,2022-08-08 13:31:18.311,-0.254,-0.088
,,,2022-08-08 13:31:18.811,-0.165,-0.103
,,,2022-08-08 13:31:19.310,-0.172,-0.081
,,,2022-08-08 13:31:19.810,-0.178,-0.106
,,,2022-08-08 13:31:20.311,-0.224,-0.118
,,,2022-08-08 13:31:20.812,-0.158,-0.098
,,,2022-08-08 13:31:21.311,-0.209,-0.125
,,,2022-08-08 13:31:21.812,-0.162,-0.086
,,,2022-08-08 13:31:22.310,-0.197,-0.093
,,,2022-08-08 13:31:22.812,-0.235,-0.11
,,,2022-08-08 13:31:23.311,-0.135,-0.066
,,,2022-08-08 13:31:23.811,-0.125,-0.083
,,,2022-08-08 13:31:24.312,-0.182,-0.103
,,,2022-08-08 13:31:24.811,-0.205,-0.065
,,,2022-08-08 13:31:25.311,-0.178,-0.117
,,,2022-08-08 13:31:25.810,-0.204,-0.118
,,,2022-08-08 13:31:26.311,-0.16,-0.095
,,,2022-08-08 13:31:26.811,-0.192,-0.1
,,,2022-08-08 13:31:27.311,-0.127,-0.071
,,,2022-08-08 13:31:27.810,-0.177,-0.11
,,,2022-08-08 13:31:28.310,-0.2,-0.106
,,,2022-08-08 13:31:28.811,-0.207,-0.066
,,,2022-08-08 13:31:29.311,-0.173,-0.076
,,,2022-08-08 13:31:29.811,-0.225,-0.105
,,,2022-08-08 13:31:30.312,-0.158,-0.076
,,,2022-08-08 13:31:30.813,-0.142,-0.075
,,,2022-08-08 13:31:31.312,-0.188,-0.076
,,,2022-08-08 13:31:31.810,-0.205,-0.1
,,,2022-08-08 13:31:32.311,-0.16,-0.103
,,,2022-08-08 13:31:32.812,-0.157,-0.071
,,,2022-08-08 13:31:33.311,-0.15,-0.095
,,,2022-08-08 13:31:33.811,-0.16,-0.125
,,,2022-08-08 13:31:34.310,-0.17,-0.068
,,,2022-08-08 13:31:34.810,-0.194,-0.106
,,,2022-08-08 13:31:35.310,-0.212,-0.108
,,,2022-08-08 13:31:35.811,-0.15,-0.108
,,,2022-08-08 13:31:36.310,-0.212,-0.055
,,,2022-08-08 13:31:36.810,-0.199,-0.053
,,,2022-08-08 13:31:37.311,-0.112,-0.088
,,,2022-08-08 13:31:37.812,-0.152,-0.063
,,,2022-08-08 13:31:38.309,-0.165,-0.095
,,,2022-08-08 13:31:38.811,-0.199,-0.055
,,,2022-08-08 13:31:39.312,-0.167,-0.076
,,,2022-08-08 13:31:39.811,-0.195,-0.071
,,,2022-08-08 13:31:40.311,-0.147,-0.12
,,,2022-08-08 13:31:40.811,-0.158,-0.103
,,,2022-08-08 13:31:41.310,-0.185,-0.081
,,,2022-08-08 13:31:41.812,-0.148,-0.068
,,,2022-08-08 13:31:42.312,-0.194,-0.068
,,,2022-08-08 13:31:42.810,-0.217,-0.088
,,,2022-08-08 13:31:43.310,-0.132,-0.066
,,,2022-08-08 13:31:43.811,-0.163,-0.075
,,,2022-08-08 13:31:44.311,-0.168,-0.085
,,,2022-08-08 13:31:44.810,-0.167,-0.045
,,,2022-08-08 13:31:45.312,-0.21,-0.093
,,,2022-08-08 13:31:45.812,-0.145,-0.073
,,,2022-08-08 13:31:46.312,-0.224,-0.056
,,,2022-08-08 13:31:46.810,-0.24,-0.125
,,,2022-08-08 13:31:47.310,-0.178,-0.122
,,,2022-08-08 13:31:47.811,-0.137,-0.073
,,,2022-08-08 13:31:48.311,-0.187,-0.065
,,,2022-08-08 13:31:48.810,-0.212,-0.095
,,,2022-08-08 13:31:49.310,-0.197,-0.152
,,,2022-08-08 13:31:49.810,-0.183,-0.07
,,,2022-08-08 13:31:50.312,-0.123,-0.133
,,,2022-08-08 13:31:50.810,-0.167,-0.091
,,,2022-08-08 13:31:51.311,-0.153,-0.12
,,,2022-08-08 13:31:51.810,-0.202,-0.096
,,,2022-08-08 13:31:52.311,-0.172,-0.083
,,,2022-08-08 13:31:52.812,-0.165,-0.133
,,,2022-08-08 13:31:53.310,-0.155,-0.098
,,,2022-08-08 13:31:53.810,-0.157,-0.07
,,,2022-08-08 13:31:54.310,-0.202,-0.06
